Title,Main_content,Comments
"[('平平', 'ping4ping4'), ('地', 'dei6'), ('收', 'sau1'), ('年', 'nin4'), ('曼聯', 'maan6lyun4'), ('盃', 'bui1'), ('筆', 'bat1'), ('限量版', 'haan6loeng6baan2')]","[('無', 'mou5'), ('巴打', 'baa1daa2'), ('幫', 'bong1'), ('幫手', 'bong1sau2')]","[('屋企人', 'uk1kei2jan4'), ('無', 'mou5'), ('巴打', 'baa1daa2'), ('幫', 'bong1'), ('幫手', 'bong1sau2'), ('李克勤', 'lei5hak1kan4'), ('可能', 'ho2nang4')]"
"[('深水埗', 'sam1seoi2bou2'), ('某', 'mau5'), ('小學', 'siu2hok6'), ('祝賀', 'zuk1ho6'), ('李', 'lei5'), ('家', 'gaa1'), ('超', 'ciu1'), ('校友', 'haau6jau5'), ('當選', 'dong1syun2'), ('行政長官', 'hang4zing3zoeng2gun1')]","[('間', 'gaan1'), ('小學', 'siu2hok6'), ('算', 'syun3'), ('算', 'syun3'), ('藍', 'laam4'), ('店', 'dim3')]","[('無', 'mou5'), ('票', 'piu3'), ('間', 'gaan1'), ('小學', 'siu2hok6'), ('算', 'syun3'), ('算', 'syun3'), ('藍', 'laam4'), ('店', 'dim3'), ('學校', 'hok6haau6'), ('出', 'ceot1'), ('下', 'haa5'), ('力', 'lik6'), ('啦', 'la1'), ('拆', 'caak3'), ('左', 'zo2'), ('間', 'gaan1'), ('校舍', 'haau6se3'), ('用', 'jung6'), ('黎', 'lai4'), ('起樓', 'hei2lau2'), ('順便', 'seon6bin2'), ('補祝', 'bou2zuk1'), ('番', 'faan1'), ('結婚', 'git3fan1'), ('仔', 'zai2'), ('生', 'saang1'), ('叻', 'lek1'), ('叻', 'lek1'), ('啦', 'la1'), ('李', 'lei5'), ('家', 'gaa1'), ('超', 'ciu1'), ('結婚', 'git3fan1'), ('年', 'nin4'), ('仔', 'zai2'), ('歲', 'seoi3'), ('分享', 'fan1hoeng2'), ('自', 'zi6'), ('討論區', 'tou2leon6keoi1'), ('不如', 'bat1jyu4'), ('問下', 'man6haa5'), ('歲', 'seoi3'), ('女', 'neoi5'), ('死', 'sei2'), ('啦', 'la1'), ('的士', 'dik1si2'), ('輾', 'zin2'), ('腳', 'goek3'), ('私了', 'si1liu5'), ('案', 'on3'), ('歲', 'seoi3'), ('女', 'neoi5'), ('被告', 'bei6gou3'), ('審訊', 'sam2seon3'), ('前', 'cin4'), ('神秘', 'san4bei3'), ('離世', 'lei4sai3'), ('賬號', 'zoeng3hou6'), ('前', 'cin4'), ('一日', 'jat1jat6'), ('仍', 'jing4'), ('更新', 'gang1san1'), ('分享', 'fan1hoeng2'), ('自', 'zi6'), ('討論區', 'tou2leon6keoi1'), ('時', 'si4'), ('李', 'lei5'), ('家', 'gaa1'), ('超', 'ciu1'), ('間', 'gaan1'), ('幼稚園', 'jau3zi6jyun2'), ('祝賀', 'zuk1ho6'), ('自制', 'zi6zai3'), ('罪證', 'zeoi6zing3'), ('方便', 'fong1bin6'), ('日後', 'jat6hau6'), ('制裁', 'zai3coi4'), ('榮', 'wing4'), ('升', 'sing1'), ('以為', 'ji5wai4'), ('鮮魚', 'sin1jyu4'), ('行', 'haang4'), ('小學', 'siu2hok6'), ('搶', 'coeng2'), ('口', 'hau2'), ('本人', 'bun2jan4'), ('一樣', 'jat1joeng6'), ('笑', 'siu3'), ('字體', 'zi6tai2'), ('時', 'si4'), ('整', 'zing2'), ('番', 'faan1'), ('家', 'gaa1'), ('超', 'ciu1'), ('誕', 'daan3'), ('小學', 'siu2hok6'), ('間', 'gaan1'), ('共', 'gung6'), ('校', 'haau6'), ('嚟', 'lei4'), ('大波', 'daai6bo1'), ('少艾', 'siu3ngaai6'), ('比', 'bei2'), ('人間', 'jan4gaan1'), ('學校', 'hok6haau6'), ('教', 'gaau3'), ('左', 'zo2'), ('既', 'gei3'), ('英語', 'jing1jyu5'), ('水平', 'seoi2ping4'), ('學生', 'hok6saang1'), ('出', 'ceot1'), ('黎', 'lai4'), ('正評', 'zing3ping4'), ('比', 'bei2'), ('校友', 'haau6jau5'), ('李', 'lei5'), ('家', 'gaa1'), ('超', 'ciu1'), ('字體', 'zi6tai2'), ('字體', 'zi6tai2'), ('顏色', 'ngaan4sik1'), ('搵', 'wan2'), ('小學生', 'siu2hok6saang1'), ('整', 'zing2'), ('仲', 'zung6'), ('黃色', 'wong4sik1')]"
"[('天文', 'tin1man4'), ('台', 'toi4'), ('台', 'toi4'), ('一樣', 'jat1joeng6'), ('雷聲', 'leoi4seng1'), ('大雨', 'daai6jyu5'), ('少', 'siu2')]","[('琴日', 'kam4jat6'), ('帶', 'daai3'), ('成日', 'seng4jat6'), ('風', 'fung1'), ('落', 'lok6'), ('大', 'daai6'), ('暴雨', 'bou6jyu5'), ('核彈', 'hat6daan2'), ('大', 'daai6'), ('雞', 'gai1'), ('獲', 'wok6'), ('做', 'zou6'), ('足', 'zuk1'), ('準備', 'zeon2bei6'), ('原來', 'jyun4loi4'), ('兩', 'loeng5'), ('滴', 'dik6'), ('貨仔', 'fo3zai2')]","[('撚', 'nan2'), ('燈', 'dang1'), ('啦', 'la1'), ('屌', 'diu2'), ('成日', 'seng4jat6'), ('流流長', 'lau4lau4coeng4'), ('琴日', 'kam4jat6'), ('帶', 'daai3'), ('成日', 'seng4jat6'), ('風', 'fung1'), ('落', 'lok6'), ('大', 'daai6'), ('暴雨', 'bou6jyu5'), ('核彈', 'hat6daan2'), ('大', 'daai6'), ('雞', 'gai1'), ('獲', 'wok6'), ('做', 'zou6'), ('足', 'zuk1'), ('準備', 'zeon2bei6'), ('原來', 'jyun4loi4'), ('兩', 'loeng5'), ('滴', 'dik6'), ('貨仔', 'fo3zai2'), ('大', 'daai6'), ('雞', 'gai1'), ('獲', 'wok6'), ('系', 'hai6'), ('嘜', 'mak1')]"
"[('圖', 'tou4'), ('陳', 'can4'), ('芷', 'zi2'), ('尤', 'jau4'), ('轉戰', 'zyun2zin3'), ('新加坡', 'san1gaa3bo1'), ('榮', 'wing4'), ('升', 'sing1'), ('女', 'neoi5'), ('一', 'jat1'), ('撇甩', 'pit3lat1'), ('張', 'zoeng1'), ('振', 'zan3'), ('朗', 'long5'), ('舊', 'gau6'), ('愛稱', 'oi3cing1'), ('號', 'hou6'), ('比堅尼', 'bei2gin1nei4'), ('照', 'ziu3'), ('大曬', 'daai6saai3'), ('惹火', 'je5fo2'), ('身材', 'san1coi4')]","[('陳', 'can4'), ('芷', 'zi2'), ('尤', 'jau4'), ('畀人', 'bei2jan4'), ('認識', 'jing6sik1'), ('可能', 'ho2nang4'), ('擁', 'jung2'), ('惹火', 'je5fo2'), ('身材', 'san1coi4'), ('張', 'zoeng1'), ('振', 'zan3'), ('朗', 'long5'), ('舊', 'gau6'), ('愛', 'oi3'), ('無綫', 'mou4sin3'), ('一直', 'jat1zik6'), ('無', 'mou5'), ('發圍', 'faat3wai4'), ('機', 'gei1'), ('演藝', 'jin2ngai6'), ('事業', 'si6jip6'), ('發展', 'faat3zin2'), ('平平', 'ping4ping4'), ('自', 'zi6'), ('回復', 'wui4fuk6'), ('單身', 'daan1san1'), ('及', 'kap6'), ('離開', 'lei4hoi1'), ('無綫', 'mou4sin3'), ('後', 'hau6'), ('陳', 'can4'), ('芷', 'zi2'), ('尤', 'jau4'), ('家', 'gaa1'), ('鄕', 'hoeng1'), ('新加坡', 'san1gaa3bo1'), ('發展', 'faat3zin2'), ('拍攝', 'paak3sip3'), ('套', 'tou3'), ('電影', 'din6jing2'), ('及', 'kap6'), ('網劇', 'mong5kek6'), ('早前', 'zou2cin4'), ('更', 'gang3'), ('榮', 'wing4'), ('升', 'sing1'), ('賀歲', 'ho6seoi3'), ('片', 'pin2'), ('女', 'neoi5'), ('一事', 'jat1si6'), ('業', 'jip6'), ('與', 'jyu5'), ('人氣', 'jan4hei3'), ('可謂', 'ho2wai6'), ('級', 'kap1'), ('跳', 'tiu3'), ('原文', 'jyun4man4')]","[('原文', 'jyun4man4'), ('陳', 'can4'), ('芷', 'zi2'), ('尤', 'jau4'), ('畀人', 'bei2jan4'), ('認識', 'jing6sik1'), ('可能', 'ho2nang4'), ('擁', 'jung2'), ('惹火', 'je5fo2'), ('身材', 'san1coi4'), ('張', 'zoeng1'), ('振', 'zan3'), ('朗', 'long5'), ('舊', 'gau6'), ('愛', 'oi3'), ('無綫', 'mou4sin3'), ('一直', 'jat1zik6'), ('無', 'mou5'), ('發圍', 'faat3wai4'), ('機', 'gei1'), ('演藝', 'jin2ngai6'), ('事業', 'si6jip6'), ('發展', 'faat3zin2'), ('平平', 'ping4ping4'), ('自', 'zi6'), ('回復', 'wui4fuk6'), ('單身', 'daan1san1'), ('及', 'kap6'), ('離開', 'lei4hoi1'), ('無綫', 'mou4sin3'), ('後', 'hau6'), ('陳', 'can4'), ('芷', 'zi2'), ('尤', 'jau4'), ('家', 'gaa1'), ('鄕', 'hoeng1'), ('新加坡', 'san1gaa3bo1'), ('發展', 'faat3zin2'), ('拍攝', 'paak3sip3'), ('套', 'tou3'), ('電影', 'din6jing2'), ('及', 'kap6'), ('網劇', 'mong5kek6'), ('早前', 'zou2cin4'), ('更', 'gang3'), ('榮', 'wing4'), ('升', 'sing1'), ('賀歲', 'ho6seoi3'), ('片', 'pin2'), ('女', 'neoi5'), ('一事', 'jat1si6'), ('業', 'jip6'), ('與', 'jyu5'), ('人氣', 'jan4hei3'), ('可謂', 'ho2wai6'), ('級', 'kap1'), ('跳', 'tiu3'), ('原文', 'jyun4man4'), ('少', 'siu2'), ('醜', 'cau2'), ('下面', 'haa6min6'), ('妹', 'mui2'), ('頭', 'tau4')]"
